user_x,user_y,relation
161,411,0.67
161,465,0.34
161,513,0.18
161,946,0.26
161,253,0.97
161,609,0.72
161,556,0.53
161,928,0.02
161,620,0.94
161,925,0.34
161,483,0.41
161,503,0.02
161,652,0.19
161,339,0.18
161,485,0.32
161,772,0.85
162,162,1.0
162,861,0.42
162,978,0.97
162,172,0.57
162,688,0.11
162,359,0.31
162,830,0.87
162,384,0.81
162,873,0.17
162,702,0.59
162,932,0.06
162,696,0.47
163,163,1.0
163,909,0.32
163,629,0.47
163,501,0.37
163,946,0.72
163,432,0.23
163,924,0.57
163,573,0.97
163,842,0.82
163,556,0.63
163,559,0.73
163,678,0.78
164,164,1.0
165,165,1.0
165,975,0.83
165,172,0.07
165,673,0.16
166,166,1.0
166,274,0.4
166,196,0.38
166,773,0.44
166,896,0.57
166,954,0.19
167,167,1.0
167,734,0.23
167,537,0.19
167,451,0.03
167,591,0.95
167,345,0.83
167,385,0.11
168,168,1.0
168,413,0.42
168,637,0.88
168,740,0.12
168,279,0.85
168,484,0.05
168,641,0.02
168,379,0.43
168,672,0.43
168,479,0.1
168,549,0.19
168,464,0.32
168,234,0.67
168,419,0.54
168,770,0.97
168,315,1.0
169,169,1.0
169,921,0.47
169,629,0.67
169,829,0.42
169,805,0.51
169,761,0.19
169,175,0.11
169,943,0.27
169,372,0.79
169,468,0.98
169,844,0.79
169,395,0.56
169,461,0.1
169,514,0.11
169,401,0.88
169,749,0.02
169,965,0.67
169,539,0.34
169,298,0.08
169,463,0.51
170,170,1.0
170,516,0.39
170,944,0.45
170,609,0.79
170,819,0.01
170,543,0.18
170,608,0.31
170,982,0.41
171,171,1.0
171,383,0.51
171,763,0.74
171,860,0.52
171,178,0.1
171,174,0.57
171,701,0.07
171,605,0.97
171,625,0.17
171,601,0.41
171,451,0.54
171,677,0.02
171,674,0.02
172,172,1.0
172,397,0.37
172,701,0.64
172,566,0.2
172,661,0.85
172,903,0.17
172,677,0.09
172,676,0.5
172,533,0.89
172,666,0.01
172,291,0.53
172,929,0.58
172,689,0.68
172,314,0.61
172,478,0.36
172,261,0.52
172,506,0.39
172,220,0.63
172,284,0.03
172,961,0.1
173,173,1.0
173,945,0.16
173,313,0.28
173,482,0.87
173,306,0.45
173,990,0.04
173,653,0.64
173,211,0.63
173,977,0.4
173,337,0.63
173,947,0.56
173,455,0.0
174,174,1.0
174,274,0.52
174,829,0.82
174,783,0.93
174,631,0.14
174,962,0.62
174,406,0.89
175,175,1.0
175,751,0.92
175,605,0.7
175,931,0.04
175,731,0.47
175,246,0.01
175,345,0.57
175,578,0.57
175,630,0.79
176,176,1.0
176,528,0.63
176,190,0.44
176,305,0.91
176,703,0.01
176,906,0.93
176,523,0.37
176,195,0.82
176,520,0.67
176,423,0.79
176,211,0.72
176,669,0.69
176,930,0.23
176,827,0.49
176,574,0.28
176,809,0.64
177,177,1.0
177,192,0.91
177,485,0.83
177,796,0.87
177,908,0.71
177,625,0.89
177,337,0.26
178,178,1.0
178,462,0.18
178,237,0.06
178,929,0.8
178,766,0.28
178,417,0.76
178,771,0.97
178,393,0.19
178,879,0.24
178,696,0.43
178,387,0.23
178,264,0.81
178,305,0.68
179,179,1.0
179,895,0.8
179,408,0.37
179,787,0.03
179,593,0.26
179,544,0.87
179,956,0.76
179,929,0.16
179,579,0.46
180,180,1.0
180,935,0.41
180,459,0.81
180,467,0.64
180,553,0.29
180,345,0.0
180,459,0.09
180,193,0.85
180,419,0.71
180,417,0.86
180,195,0.88
180,835,0.34
181,181,1.0
181,636,0.33
181,888,0.64
181,787,0.08
181,823,0.17
181,233,0.93
181,784,0.51
181,826,0.06
181,666,0.52
181,198,0.5
181,392,0.81
181,447,0.14
181,415,0.58
181,204,0.01
181,467,0.91
181,466,0.35
181,943,0.36
181,382,0.72
181,915,0.48
181,973,0.21
181,278,0.23
182,182,1.0
182,516,0.61
182,360,0.65
182,297,0.92
182,655,0.06
182,382,0.62
182,723,0.9
183,183,1.0
183,545,0.31
183,282,0.95
183,873,0.23
183,994,0.02
183,953,0.75
183,434,0.03
183,983,0.86
183,371,0.13
183,919,0.0
183,310,0.44
183,902,0.64
183,858,0.66
183,669,0.69
184,184,1.0
184,517,0.67
184,320,0.8
184,646,0.95
184,798,0.46
184,368,0.32
184,191,0.7
184,332,0.06
184,237,0.57
184,691,0.07
184,784,0.44
184,304,0.71
185,185,1.0
185,435,0.82
185,900,0.22
185,542,0.16
185,549,0.35
185,944,0.93
185,582,0.88
185,707,0.84
185,460,0.03
185,666,0.8
185,656,0.34
185,716,0.64
185,312,0.87
185,902,0.34
185,323,0.54
185,967,0.19
185,785,0.62
185,594,0.16
186,186,1.0
186,194,0.56
186,984,1.0
186,704,0.34
187,187,1.0
187,997,0.82
187,979,0.04
187,614,0.37
187,714,0.64
187,550,0.13
187,855,0.85
187,912,0.58
187,250,0.16
187,884,0.9
188,188,1.0
188,440,0.63
188,638,0.49
188,396,0.1
188,687,0.9
189,189,1.0
189,1000,0.87
189,568,0.69
189,839,0.52
189,804,0.73
189,391,0.45
189,292,0.75
189,860,0.29
189,299,0.38
189,858,0.7
189,389,0.86
189,312,0.34
189,650,0.43
189,509,0.13
190,190,1.0
190,688,0.21
190,263,0.54
190,492,0.61
190,824,0.29
190,349,0.59
190,615,0.94
190,458,0.87
190,399,0.7
190,813,0.95
190,929,0.72
190,800,0.42
190,531,0.33
190,240,0.51
190,253,0.21
190,888,0.03
191,191,1.0
191,577,0.29
191,704,0.45
191,674,0.2
191,932,0.93
191,359,0.24
191,675,0.8
191,886,0.24
191,771,0.06
191,464,0.3
192,192,1.0
192,949,0.2
192,630,0.64
192,252,0.7
192,912,0.0
192,227,0.9
192,863,0.55
192,454,0.34
192,777,0.8
192,871,0.33
192,327,0.6
192,466,0.71
192,294,0.41
192,711,0.16
192,969,0.78
192,997,0.38
192,792,0.52
192,533,0.3
192,947,0.77
192,980,0.33
192,326,0.65
193,193,1.0
193,439,0.27
193,610,0.84
193,214,0.64
194,194,1.0
194,260,0.31
194,541,0.49
194,501,0.66
194,983,0.19
194,826,0.77
194,477,0.81
194,775,0.76
194,880,0.48
194,579,0.24
194,406,0.95
194,371,0.71
194,934,0.32
195,195,1.0
195,301,0.77
195,738,0.05
195,977,0.42
195,229,0.35
195,320,0.62
195,716,0.77
195,885,0.32
196,196,1.0
196,933,0.86
196,600,0.73
196,230,0.81
196,367,0.05
196,931,0.83
196,593,0.06
196,800,0.18
196,454,0.42
196,919,0.61
196,289,0.42
196,917,0.49
197,197,1.0
197,698,0.21
197,582,0.04
197,701,0.28
197,690,0.57
197,312,0.92
197,797,0.46
197,791,0.22
197,698,0.17
197,650,0.11
197,807,0.26
197,661,0.73
197,778,0.79
197,814,0.85
197,375,0.27
197,264,0.81
197,450,0.27
197,259,0.12
197,579,0.55
198,198,1.0
198,528,0.92
198,633,0.85
198,559,0.72
198,846,0.22
198,964,0.41
198,728,0.86
198,809,0.23
198,472,0.9
198,786,0.27
199,199,1.0
199,691,0.28
199,368,0.83
199,308,0.98
199,349,0.86
199,837,0.6
199,720,0.79
200,200,1.0
200,401,0.88
200,940,0.92
200,789,0.5
200,633,0.9
200,454,0.03
200,217,0.5
200,421,0.02
200,418,0.21
200,225,0.86
200,658,0.75
200,563,0.72
200,289,0.86
200,508,0.16
200,918,0.06
201,201,1.0
201,705,0.48
201,852,0.8
201,739,0.74
201,575,0.2
202,202,1.0
202,533,0.31
202,665,0.11
202,270,0.12
202,633,0.83
202,377,0.01
202,867,0.34
202,764,0.42
202,357,0.88
202,848,0.24
202,665,0.34
202,805,0.4
202,242,0.95
203,203,1.0
203,779,0.38
203,798,0.17
203,600,0.7
203,274,0.36
203,438,0.57
203,785,0.04
203,392,0.31
203,465,0.54
203,540,0.79
203,852,0.93
203,531,0.76
203,575,0.33
203,411,0.57
203,679,0.84
203,841,0.03
203,269,0.84
203,898,0.91
203,590,0.86
204,204,1.0
204,449,0.5
204,991,0.64
204,421,0.3
204,754,0.05
204,911,0.68
204,663,0.39
204,395,0.01
204,932,0.52
204,720,0.48
204,428,0.73
204,795,0.53
205,205,1.0
205,998,0.95
205,885,0.52
205,774,0.17
205,845,0.06
205,752,0.6
205,412,0.64
205,429,0.88
205,207,0.01
205,881,0.93
205,341,0.77
206,206,1.0
206,820,0.95
206,646,0.32
206,233,0.15
206,279,0.92
206,896,0.6
206,952,0.41
206,725,0.78
206,827,0.48
206,649,0.16
206,988,0.35
206,421,0.4
206,822,0.28
206,341,0.16
207,207,1.0
207,489,0.93
207,577,0.35
207,678,0.35
207,537,0.33
207,538,0.86
207,628,1.0
207,896,0.41
208,208,1.0
208,608,0.08
208,593,0.92
208,483,0.03
208,917,0.88
208,363,0.91
208,259,0.45
208,274,0.14
208,893,0.73
208,491,0.49
208,231,0.17
208,677,0.49
208,426,0.39
208,669,0.38
208,395,0.06
208,701,0.01
209,209,1.0
209,448,0.49
209,723,0.33
209,410,0.22
209,361,0.27
209,428,0.05
209,671,0.99
209,425,0.17
210,210,1.0
210,504,0.77
210,492,0.09
211,211,1.0
211,371,0.04
211,697,0.86
211,664,0.6
211,724,0.26
211,343,0.1
211,293,0.99
211,304,0.0
211,753,0.75
211,301,0.84
211,887,0.45
211,497,0.14
212,212,1.0
212,760,0.83
212,243,0.73
212,963,0.2
212,829,0.22
212,956,0.78
212,342,0.22
212,907,0.24
213,213,1.0
213,214,0.61
213,334,0.57
214,214,1.0
215,215,1.0
215,318,0.7
215,326,0.57
215,716,0.39
215,449,0.28
215,317,0.49
215,641,0.52
215,415,0.01
215,961,0.84
215,782,0.94
215,752,0.31
216,216,1.0
216,360,0.02
216,428,0.95
216,306,0.85
216,613,0.63
216,527,0.33
216,372,0.85
216,361,0.59
216,336,0.39
216,347,0.93
216,837,0.11
216,831,0.38
216,665,0.04
216,486,0.78
216,551,0.72
216,671,0.09
216,701,0.93
216,895,0.27
216,952,0.06
216,355,0.79
217,217,1.0
217,695,0.18
217,442,0.37
217,560,0.66
217,821,0.96
217,872,0.45
217,282,0.71
217,736,0.21
217,505,0.21
217,769,0.71
217,321,0.28
217,399,0.47
217,226,0.77
217,459,0.77
217,545,0.64
217,606,0.08
217,357,0.79
217,250,0.96
218,218,1.0
218,579,0.79
218,963,0.61
218,572,0.55
218,668,0.24
218,384,0.14
218,431,0.67
218,244,0.29
218,838,0.97
218,277,0.33
218,984,0.34
218,615,0.97
218,756,0.28
218,938,0.16
218,743,0.19
219,219,1.0
219,404,0.19
219,875,0.23
219,803,0.05
219,723,0.21
219,410,0.24
219,572,0.79
219,318,0.88
219,728,0.7
219,839,0.09
220,220,1.0
220,677,0.49
220,283,0.18
220,375,0.08
220,695,0.05
220,623,0.45
220,407,0.65
220,438,0.52
220,503,0.89
220,705,0.92
220,296,0.83
220,518,0.9
220,499,0.55
220,430,0.03
220,491,0.59
220,253,0.72
220,830,0.7
220,874,0.95
220,966,0.13
221,221,1.0
221,756,0.07
221,554,0.42
221,516,0.38
221,634,0.88
222,222,1.0
222,440,0.2
222,233,0.14
223,223,1.0
223,514,0.35
223,720,0.58
223,801,0.24
223,646,0.92
223,722,0.28
223,624,0.48
223,318,0.98
224,224,1.0
224,296,0.09
224,379,0.75
224,910,0.56
224,830,0.91
224,415,0.93
224,938,0.01
224,270,0.42
224,365,0.01
224,463,0.67
224,874,0.55
224,454,0.15
224,726,0.86
224,282,0.21
224,359,0.21
224,624,0.31
224,796,0.96
224,947,0.47
225,225,1.0
225,296,0.83
225,421,0.4
225,467,0.49
225,881,0.98
225,351,0.27
225,636,0.97
225,308,0.73
225,973,0.15
225,938,0.33
225,869,0.85
225,286,0.2
225,767,0.73
225,927,0.29
225,665,0.04
225,350,0.02
225,953,0.49
225,718,0.71
226,226,1.0
226,255,0.31
226,978,0.67
226,944,0.94
226,625,0.42
226,303,0.31
226,844,0.2
226,583,0.53
226,423,0.07
226,807,0.82
226,575,0.66
226,324,0.24
226,912,0.41
226,878,0.21
226,478,0.75
226,831,0.69
226,520,0.06
227,227,1.0
227,822,0.29
227,958,0.62
227,623,0.12
227,915,0.33
227,480,0.13
227,953,0.61
227,831,0.03
227,723,0.69
227,642,0.7
227,957,0.55
227,846,0.95
227,912,0.41
227,319,0.27
227,428,0.83
227,691,0.82
227,240,0.22
227,948,0.71
227,516,0.47
228,228,1.0
228,481,0.18
228,768,0.29
228,737,0.16
228,308,0.01
228,420,0.17
228,302,0.01
228,570,0.28
228,689,0.49
228,809,0.27
228,713,0.29
228,667,0.17
228,918,0.71
228,766,0.04
228,514,0.61
228,469,0.52
229,229,1.0
229,400,0.86
229,958,0.19
229,252,0.35
229,566,0.84
230,230,1.0
230,890,0.28
230,379,0.23
230,398,0.05
230,684,0.11
230,644,0.47
230,409,0.59
230,374,0.27
230,873,0.46
230,304,0.23
230,548,0.87
230,437,0.54
230,470,0.14
230,361,0.38
230,812,0.27
231,231,1.0
232,232,1.0
232,371,0.52
232,639,0.06
232,740,0.33
232,399,0.93
232,561,0.22
232,239,0.38
232,748,0.87
232,338,0.2
232,441,0.5
232,547,0.31
232,664,0.94
232,397,0.3
232,368,0.65
232,932,0.76
232,366,0.48
232,986,0.71
232,670,0.71
232,541,0.27
232,802,0.98
232,924,0.82
233,233,1.0
233,533,0.85
233,865,0.16
233,811,0.07
233,581,0.79
233,928,0.9
233,476,0.73
233,655,0.03
233,309,0.28
233,799,0.77
233,645,0.34
233,657,0.87
233,246,0.69
233,563,0.87
233,608,0.71
233,632,0.97
233,833,0.76
233,263,0.27
234,234,1.0
234,675,0.47
234,422,0.84
234,778,0.3
234,270,0.39
234,938,0.72
234,411,0.14
234,810,0.04
234,360,0.02
234,280,0.04
234,847,0.82
234,641,0.83
234,413,0.43
234,756,0.98
235,235,1.0
235,436,0.76
235,337,0.14
235,869,0.16
235,829,0.72
235,411,0.07
235,601,0.5
235,828,0.06
236,236,1.0
236,991,0.99
236,906,0.25
236,431,0.22
236,725,0.52
236,385,0.43
236,655,0.19
236,455,0.3
236,254,0.94
236,811,0.94
236,777,0.82
236,267,0.24
236,799,0.17
236,594,0.57
236,588,0.73
236,249,0.0
236,579,0.3
237,237,1.0
237,961,0.38
237,406,0.21
237,760,0.15
237,924,0.07
237,805,0.8
237,856,0.45
237,429,0.55
237,710,0.15
237,842,0.67
237,532,0.45
237,451,0.7
237,879,0.18
237,394,0.37
237,395,0.81
237,895,0.13
238,238,1.0
238,530,0.65
238,341,0.37
238,837,0.93
238,395,0.3
238,294,0.85
238,375,0.06
238,506,0.85
238,911,0.4
238,456,0.84
238,301,0.91
238,989,0.77
238,836,0.18
238,654,0.19
238,314,0.03
238,455,0.56
238,773,0.67
238,271,0.84
238,665,0.18
238,949,0.47
239,239,1.0
239,250,0.29
239,976,0.47
239,271,0.72
239,519,0.95
239,750,0.54
239,653,0.04
239,307,0.19
239,831,0.07
239,554,0.66
239,605,0.23
239,605,0.03
239,381,0.72
239,827,0.65
240,240,1.0
240,466,0.73
240,419,0.12
240,536,0.24
240,961,0.9
240,784,0.69
241,241,1.0
241,619,0.76
241,359,0.49
241,839,0.09
241,767,0.49
241,633,0.63
241,938,0.72
241,413,0.78
241,936,0.16
241,675,0.76
241,992,0.03
241,787,0.64
241,544,0.97
241,501,0.6
241,826,0.95
242,242,1.0
242,998,0.87
242,984,0.29
242,493,0.16
242,251,0.78
242,519,0.38
242,494,0.61
242,616,0.13
242,261,0.1
242,959,0.56
242,872,0.98
242,891,0.74
242,684,0.78
242,398,0.2
243,243,1.0
243,859,0.82
243,486,0.85
243,564,0.12
243,817,0.57
243,464,0.74
243,925,0.12
243,472,0.31
243,606,0.82
243,296,0.6
243,978,0.82
243,383,0.98
243,998,0.73
243,383,0.1
243,541,0.44
243,996,0.34
243,441,0.94
244,244,1.0
244,278,0.6
244,906,0.64
244,766,0.65
244,408,0.95
244,343,0.62
244,641,0.67
244,571,0.81
244,979,0.57
244,905,0.4
244,447,0.61
244,498,0.02
244,294,0.92
244,266,0.96
245,245,1.0
245,615,0.42
245,520,0.45
245,643,0.7
245,726,0.67
245,604,0.75
245,332,0.79
245,893,0.14
246,246,1.0
246,258,0.89
246,985,0.82
246,825,0.28
246,415,0.53
246,479,0.67
246,510,0.73
247,247,1.0
247,613,0.09
247,435,1.0
247,941,0.33
247,620,0.25
247,562,0.64
247,335,0.59
247,854,0.25
247,523,0.95
248,248,1.0
248,888,0.47
248,325,0.09
248,737,0.48
248,745,0.91
249,249,1.0
249,902,0.63
249,640,0.56
249,358,0.87
249,758,0.28
249,648,0.49
249,375,0.35
249,307,0.56
249,452,0.19
249,941,0.85
249,317,0.66
249,668,0.3
249,439,0.98
249,746,0.39
249,766,0.98
249,607,0.62
249,793,0.65
250,250,1.0
250,700,0.74
250,957,0.2
250,922,0.75
250,704,0.63
250,471,0.37
250,993,0.06
250,543,0.66
251,251,1.0
251,606,0.56
251,253,0.32
251,267,0.45
251,815,0.93
251,331,0.88
251,361,0.74
251,429,0.99
251,445,0.94
251,604,0.06
252,252,1.0
252,426,0.54
252,910,0.97
252,523,0.42
252,267,0.08
252,869,0.57
252,443,0.0
252,293,0.25
252,354,0.26
252,890,0.09
252,762,0.52
252,663,0.65
252,985,0.08
252,494,0.3
252,503,0.04
252,951,0.58
252,772,0.25
253,253,1.0
253,604,0.95
253,677,0.84
253,824,0.82
253,792,0.82
253,391,0.05
253,636,0.49
253,945,0.04
253,612,0.26
253,660,0.3
253,710,0.02
253,903,0.29
253,372,0.25
253,587,0.4
253,447,0.7
253,513,0.41
253,549,0.78
254,254,1.0
254,498,0.1
254,397,0.59
254,580,0.71
255,255,1.0
255,691,0.96
255,392,0.18
255,467,0.73
255,508,0.07
255,296,0.74
256,256,1.0
256,664,0.26
256,871,0.19
256,677,0.14
256,333,0.41
256,289,0.35
256,380,0.95
256,360,0.79
256,286,0.3
256,688,0.22
256,902,0.98
256,706,0.1
256,386,0.02
256,361,0.92
256,269,0.76
256,618,0.43
256,291,0.95
256,866,0.45
256,741,0.52
256,289,0.67
256,448,0.97
257,257,1.0
257,330,0.5
257,658,0.73
257,523,0.32
257,649,0.98
257,728,0.0
257,833,0.74
257,747,0.35
257,506,0.55
257,878,0.75
257,850,0.94
257,839,0.61
257,943,0.35
257,899,0.66
257,504,0.97
257,586,0.86
258,258,1.0
258,716,0.19
258,572,0.24
258,900,0.6
258,608,1.0
259,259,1.0
259,466,0.25
259,393,0.51
259,577,0.41
259,441,0.25
259,656,0.59
259,806,0.41
259,829,0.88
259,397,0.99
259,444,0.93
259,404,0.38
259,958,0.49
260,260,1.0
260,940,0.51
260,634,0.98
260,912,0.93
260,658,0.36
260,878,0.21
260,920,0.68
260,792,0.77
260,585,0.4
260,788,0.67
260,704,0.41
260,610,0.95
260,667,0.48
260,694,0.16
260,568,0.04
261,261,1.0
261,311,0.07
261,622,0.71
261,361,0.14
262,262,1.0
262,429,0.79
262,711,0.68
262,270,0.14
262,728,0.24
263,263,1.0
263,625,0.83
263,287,0.53
263,859,0.61
263,875,0.86
263,971,0.43
263,853,0.0
263,398,0.48
263,281,0.01
263,823,0.58
263,374,0.26
263,879,0.57
263,285,0.44
263,385,0.09
263,949,0.42
263,742,0.06
263,340,0.47
264,264,1.0
264,555,0.79
264,647,0.63
264,715,0.53
264,921,0.53
264,808,0.83
264,713,0.54
264,791,0.66
264,678,0.18
264,929,0.22
264,401,0.12
264,638,0.52
264,370,0.24
264,346,0.52
264,464,0.25
264,707,0.37
265,265,1.0
265,921,0.3
265,644,0.08
265,437,0.89
265,981,0.49
265,308,0.32
265,488,0.57
265,969,0.23
265,507,0.84
265,621,0.97
266,266,1.0
266,885,0.66
266,736,0.36
266,677,0.28
266,469,0.71
266,359,0.26
266,609,0.79
266,268,0.54
266,293,0.21
267,267,1.0
267,330,0.1
267,854,0.08
267,607,0.5
267,567,1.0
267,478,0.77
267,479,0.89
267,375,0.28
267,509,0.03
267,812,0.09
267,762,0.82
267,536,0.12
267,714,0.76
267,562,0.3
267,518,0.78
267,357,0.0
268,268,1.0
268,948,0.13
268,827,0.66
268,525,0.48
268,609,0.17
268,305,0.92
268,695,0.6
268,947,0.66
268,715,0.44
268,446,0.53
268,500,0.05
268,947,0.87
268,499,0.72
268,804,0.6
269,269,1.0
269,479,0.74
269,288,0.59
269,535,0.38
269,764,0.81
269,596,0.93
269,732,0.23
269,815,0.14
269,470,0.39
269,469,0.52
269,857,0.28
269,320,0.87
269,947,0.33
270,270,1.0
270,863,0.29
270,590,0.61
270,786,0.69
270,705,0.06
270,860,0.8
270,989,0.66
270,768,0.32
270,853,0.2
270,792,0.86
270,537,0.85
270,513,0.86
270,303,0.13
270,631,0.57
270,652,0.5
270,486,0.48
270,586,0.22
270,597,0.56
270,478,0.78
270,398,0.51
271,271,1.0
271,830,0.12
271,365,0.06
271,319,1.0
271,716,0.19
271,461,0.38
271,797,0.66
271,558,0.28
271,851,0.09
271,536,0.31
271,871,0.38
271,686,0.19
271,532,0.15
271,726,0.29
271,833,0.97
271,990,0.97
271,607,0.63
271,499,0.41
271,476,0.18
271,557,0.07
271,450,0.13
272,272,1.0
272,938,0.34
272,604,0.81
272,630,0.98
272,786,0.05
272,897,0.24
272,772,0.62
272,999,0.59
272,569,0.64
273,273,1.0
273,278,0.71
273,555,0.9
273,503,0.49
273,436,0.51
273,668,0.81
274,274,1.0
274,778,0.58
274,749,0.23
274,597,0.53
274,785,0.72
274,907,0.16
274,851,0.03
274,534,0.61
274,455,0.63
274,847,0.54
274,281,0.19
274,611,0.22
275,275,1.0
275,602,0.55
275,300,0.22
275,428,0.26
275,580,0.76
276,276,1.0
276,804,0.03
276,782,0.57
276,730,0.77
276,913,0.85
276,826,0.62
276,908,0.59
276,299,0.8
277,277,1.0
277,513,0.96
277,709,0.52
277,319,0.52
277,402,0.31
277,807,0.57
277,571,0.52
277,665,0.03
277,330,0.12
277,664,0.51
277,837,0.81
277,498,0.1
277,439,0.12
277,641,0.45
277,977,0.6
277,871,0.08
278,278,1.0
278,680,0.13
278,562,0.58
278,938,0.44
278,677,0.84
278,592,0.74
278,603,0.74
278,521,0.3
278,580,0.48
278,993,0.75
278,344,0.14
278,702,0.43
278,857,0.33
278,536,0.37
278,285,0.82
278,390,0.07
278,935,0.49
278,916,0.45
278,642,0.7
279,279,1.0
279,903,0.76
279,305,0.43
279,376,0.09
279,841,0.08
279,685,0.84
279,981,0.16
279,753,0.43
279,826,0.56
279,525,0.32
279,440,0.46
279,614,0.08
279,327,0.95
279,737,0.76
279,831,0.5
279,400,0.11
279,991,0.25
279,306,0.22
279,822,0.32
279,932,0.49
280,280,1.0
280,994,0.18
280,772,0.51
280,507,0.22
281,281,1.0
281,387,0.43
281,396,0.33
281,869,0.28
281,540,0.34
281,591,0.2
281,387,0.02
281,477,0.34
281,535,0.73
281,698,0.64
281,523,0.99
281,500,0.69
281,373,0.74
281,499,0.08
281,296,0.77
281,426,0.06
281,754,0.89
281,370,0.82
281,718,0.12
281,571,0.14
281,659,0.41
282,282,1.0
282,737,0.78
282,292,0.52
282,284,0.99
283,283,1.0
284,284,1.0
284,779,0.64
284,527,0.69
284,654,0.78
285,285,1.0
285,730,0.72
285,650,0.09
285,629,0.71
285,445,1.0
286,286,1.0
287,287,1.0
287,721,0.19
287,362,0.12
287,776,0.28
287,503,0.53
287,466,0.26
287,613,0.97
287,553,0.56
287,499,0.55
287,768,0.62
287,578,0.21
288,288,1.0
288,643,0.74
288,881,0.68
288,299,0.54
288,882,0.08
288,502,0.69
288,671,0.71
288,804,0.64
288,727,0.8
288,385,0.25
288,730,0.06
288,617,0.0
288,336,0.98
288,422,0.58
288,586,0.1
288,919,0.95
288,685,0.89
288,821,0.69
288,981,0.45
288,653,0.13
289,289,1.0
289,647,0.41
289,337,0.31
289,607,0.35
289,411,0.4
289,881,0.25
289,944,0.65
289,488,0.16
289,793,0.88
290,290,1.0
290,409,0.54
290,769,0.06
290,709,0.36
291,291,1.0
291,354,0.74
291,536,0.0
291,352,0.39
291,897,0.58
291,594,0.05
291,326,0.16
291,371,0.94
291,325,0.42
291,396,0.99
291,463,0.49
291,530,0.84
291,549,0.64
291,687,0.57
291,756,0.41
291,490,0.57
291,593,0.32
291,614,0.65
291,293,0.64
291,794,0.56
291,520,0.36
292,292,1.0
292,950,0.12
292,909,0.11
293,293,1.0
293,942,0.12
293,437,0.12
293,394,0.71
293,702,0.22
293,308,0.08
293,732,0.68
293,512,0.41
293,322,0.28
293,861,0.55
293,638,0.54
293,921,0.06
294,294,1.0
294,738,0.16
294,853,0.68
294,944,0.86
294,355,0.92
294,994,0.86
294,448,0.24
294,461,0.06
294,426,0.5
294,497,0.77
294,336,0.81
294,364,0.78
294,593,0.49
295,295,1.0
295,672,0.58
295,726,0.04
295,483,0.46
295,634,0.59
295,709,0.84
295,493,0.99
295,510,0.13
295,502,0.0
295,571,0.83
295,343,0.06
295,909,0.48
295,612,0.7
295,847,0.38
296,296,1.0
296,735,0.13
296,342,0.88
296,438,0.92
297,297,1.0
297,489,0.4
298,298,1.0
298,619,0.34
298,349,0.38
299,299,1.0
299,492,0.97
299,582,0.93
299,386,0.16
299,428,0.29
299,995,0.8
299,433,0.89
299,952,0.86
299,888,0.61
299,517,0.07
299,350,0.51
299,647,0.03
299,638,0.33
299,681,0.51
300,300,1.0
300,772,0.13
300,343,0.51
301,301,1.0
301,524,0.24
301,899,0.28
301,754,0.03
301,719,0.07
301,792,0.17
301,704,0.07
301,562,0.18
301,418,0.44
301,834,0.76
301,949,0.32
302,302,1.0
302,325,0.92
302,569,0.18
302,655,0.2
302,418,0.14
302,304,0.79
302,941,0.56
302,855,0.28
302,442,0.35
302,772,0.68
302,561,0.75
302,612,0.43
302,964,0.07
303,303,1.0
303,463,0.62
303,789,0.11
303,756,0.49
303,887,0.35
303,444,0.7
303,641,0.22
303,628,0.43
303,557,0.04
303,963,0.48
303,342,0.74
303,441,0.28
303,757,0.69
303,966,0.15
304,304,1.0
304,869,0.8
304,490,0.29
304,916,0.76
304,950,0.35
304,805,0.28
304,765,0.63
304,767,0.56
304,523,0.17
304,927,0.12
304,379,0.72
304,667,0.85
304,713,0.8
304,422,0.16
304,931,0.42
304,849,0.22
305,305,1.0
305,569,0.58
305,867,0.06
305,683,0.95
305,373,0.35
305,477,0.36
305,555,0.6
305,839,0.34
305,818,0.49
305,820,0.56
305,596,0.33
305,347,0.22
305,731,0.13
305,447,0.71
305,639,0.24
305,466,0.38
305,929,0.87
305,594,0.9
306,306,1.0
306,401,0.69
306,326,0.09
306,460,0.26
306,812,0.19
306,612,0.74
306,771,0.14
306,990,0.08
307,307,1.0
307,995,0.58
307,519,0.87
307,527,0.66
307,867,0.79
307,902,0.23
307,841,0.8
307,736,0.99
307,494,0.61
307,933,0.55
307,979,0.98
307,786,0.29
307,882,0.77
307,512,0.8
307,798,0.93
307,644,0.07
307,692,0.49
307,679,0.56
308,308,1.0
308,601,0.41
308,385,0.41
308,638,0.35
308,887,0.3
308,940,0.66
308,535,0.51
309,309,1.0
309,977,0.14
309,938,0.38
309,407,0.83
309,792,0.15
309,679,0.37
309,881,0.8
309,865,0.89
309,970,0.82
309,890,0.91
309,633,0.3
309,675,0.28
309,797,0.8
309,822,0.28
309,410,0.96
309,513,0.09
309,487,0.61
309,841,0.91
309,774,0.36
310,310,1.0
310,593,0.21
310,496,0.69
310,369,0.57
310,384,0.96
310,450,0.54
310,935,0.69
311,311,1.0
311,582,0.39
311,862,0.74
311,871,0.32
311,430,0.3
311,585,0.41
311,843,0.54
311,949,0.85
311,993,0.66
311,801,0.92
311,818,0.03
311,963,0.95
311,418,0.77
311,755,0.41
311,706,0.33
312,312,1.0
312,533,0.47
312,525,0.7
312,790,0.35
312,563,0.71
312,400,0.87
313,313,1.0
